model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
ExtraTreesEntr,1.0,1.0,0.0686178207397461,0.05045056343078613,1.212496042251587,0.0686178207397461,0.05045056343078613,1.212496042251587,1,True,6
ExtraTreesGini,1.0,1.0,0.07520484924316406,0.048294782638549805,1.2239468097686768,0.07520484924316406,0.048294782638549805,1.2239468097686768,1,True,5
KNeighborsDist,0.9259259259259259,0.9230769230769231,0.0229036808013916,0.08412384986877441,0.24907159805297852,0.0229036808013916,0.08412384986877441,0.24907159805297852,1,True,2
KNeighborsUnif,0.9259259259259259,0.9230769230769231,0.038378238677978516,0.018083572387695312,0.19745683670043945,0.038378238677978516,0.018083572387695312,0.19745683670043945,1,True,1
RandomForestEntr,0.9814814814814815,0.9615384615384616,0.13254165649414062,0.04913783073425293,1.3262035846710205,0.13254165649414062,0.04913783073425293,1.3262035846710205,1,True,4
RandomForestGini,0.9814814814814815,0.9615384615384616,0.06383371353149414,0.04900622367858887,1.4583942890167236,0.06383371353149414,0.04900622367858887,1.4583942890167236,1,True,3
WeightedEnsemble_L2,1.0,1.0,0.08170580863952637,0.048673391342163086,1.3675014972686768,0.006500959396362305,0.00037860870361328125,0.1435546875,2,True,7
